เ@@	1869
า@@	1845
อ@@	1829
ร@@	1729
ก@@	1517
ล@@	1469
น	1430
ต@@	1386
ิ@@	1353
ง	1324
ส@@	1276
ย@@	1265
ห@@	1228
ว@@	1219
น@@	1119
้@@	1062
ท@@	988
ก	941
ด@@	929
า	849
ว่า	842
พวก	832
พระองค์	818
บ@@	808
ั@@	789
ม@@	767
คน	752
จ@@	744
ู@@	736
ี@@	718
ุ@@	717
ที่	717
้	711
ค@@	708
่@@	703
ร	693
ด	684
เขา	670
ข@@	616
ช@@	605
และ	579
จะ	571
ของ	571
ถ@@	570
ย	563
นั้น	546
่ง	543
พ@@	541
ท่าน	538
มา	490
อง	488
ป@@	485
าย	483
้า	481
พระ	481
อย@@	466
ก็	465
ม	460
แ@@	449
ผ@@	448
ะ	438
ไป	435
แล้ว	423
ไ@@	412
าม	408
ื่อ	407
บ	404
ว	401
เป็น	399
ึ@@	395
์	390
ใ@@	386
ใน	377
ให้	362
โ@@	356
เห@@	354
ี	354
ซ@@	354
เม@@	353
ง@@	351
ไม่	343
ัน	341
ำ@@	339
มี	339
่า@@	337
อ	337
กับ	334
ัง	324
ื@@	323
ับ	316
จึง	306
เรา	298
ู	292
็@@	291
หน@@	288
ตรัส	280
้า@@	279
าก	276
จ	275
แต่	273
ทั@@	271
เจ้า	269
ได้	265
ือ	265
ทรง	265
่า	264
ู่	262
ำ	260
ระ@@	254
้น	253
เส@@	252
ญ@@	240
ิ	238
่	233
พร@@	233
ล	200
ธ@@	186
เร@@	185
เข@@	178
ษ@@	169
ึง	163
ต	163
ะ@@	160
ื่@@	147
พระ@@	141
ศ@@	140
วก	133
ฟ@@	129
็น	124
ฝ@@	110
ณ@@	109
ภ@@	102
รั@@	99
ส	87
ๆ	84
โ	82
นั@@	82
‘	81
เป@@	81
ี่	77
’	75
เจ@@	71
ญ	71
ศ	67
ให@@	66
ค	63
อง@@	60
ค์	57
์@@	54
ได@@	52
ณ	52
องค์	51
พ	48
ฉ@@	42
ษ	38
ท	38
ฐ@@	38
ป	35
่าน	34
แต@@	32
ธ	32
ฆ@@	31
ม่	30
ทร@@	28
ุ	27
ข	25
๋@@	22
ั	21
ฮ@@	21
ฤ@@	20
ช	20
ฟ	19
็	16
ฐ	15
ฏ	15
ถ	14
ฏ@@	14
ซ	13
ฆ	9
๊@@	8
้ว	8
ห	7
ไ	6
แล@@	5
[	5
ใ	4
ึ	4
ฮ	4
รัส	4
]	4
ฑ@@	3
-	3
ภ	2
ฎ@@	1
ฎ	1
