đ@@	2223
i	2169
ng	1774
n	1699
l@@	1347
th@@	1281
c@@	1102
v@@	1091
a	1059
t@@	1051
i@@	1019
n@@	969
b@@	935
y	930
m@@	915
tr@@	861
h@@	797
u	785
nh	772
a@@	757
s@@	733
m	731
t	713
ch@@	708
u@@	668
o	639
nh@@	638
á@@	632
à@@	620
r@@	620
các	610
c	600
ngài	595
người	593
d@@	483
ph@@	478
ng@@	455
kh@@	453
gi@@	451
con	451
ên	439
â@@	404
và	400
ì	390
ố@@	369
đức	351
g@@	347
ậ@@	346
ư@@	345
p	338
họ	338
x@@	334
ta	328
cho	328
ời	318
ai	315
ấy	314
k@@	307
-@@	307
à	300
không	299
qu@@	298
e@@	290
ạ@@	289
ả@@	284
a-@@	273
ấ@@	271
ại	267
đến	264
ó@@	261
một	259
ơ@@	250
ồ@@	249
ệ@@	244
y@@	244
ào	239
ớ@@	235
ướ@@	233
được	229
ầ@@	227
iề@@	225
có	224
chúa	222
giê-su	221
ă@@	220
ể	211
ôn	208
sẽ	208
nhưng	208
ết	205
ì@@	205
bả@@	203
ầy	202
o@@	199
ã	198
hã@@	198
ông	197
ong	197
ững	193
là	193
ọ@@	187
ắ@@	185
ó	182
ề@@	180
ô@@	178
ò@@	174
ặ@@	165
ế	163
ộ@@	161
ả	160
ủ@@	155
chú@@	154
ứ@@	150
ị	149
ừ@@	148
ế@@	147
ỏ@@	142
ệ	140
ề	130
ở	127
ù@@	119
é@@	117
í@@	115
ờ	112
ẻ	111
ê@@	109
ú@@	108
ư	106
e	100
ữ@@	99
ũ@@	98
ác	98
ừ	93
ờ@@	90
ngà@@	89
ê-@@	87
h	87
‘	85
ứ	85
ợ@@	78
á	78
’	77
ủ	75
đư@@	74
ự	73
ê	71
ức	70
ơ	63
ằ@@	61
ụ	60
ớ	57
ở@@	56
ỏ	56
ỷ	55
ợ	54
ến	54
ụ@@	52
ổ@@	50
ố	49
ị@@	48
ỗ@@	47
ổ	41
ễ	41
ạ	39
ử@@	38
ỉ	38
ể@@	38
ười	37
ự@@	36
ô	36
ồ	35
ẫ@@	35
ã@@	35
ỗ	34
ẳ@@	31
ý	30
è@@	30
giê-@@	30
ữ	28
ử	28
ù	28
ẩ@@	27
ẹ	26
í	25
p@@	25
ộ	23
õ@@	20
é	20
ĩ@@	19
ỡ@@	18
ĩ	15
ỳ	14
ũ	13
ọ	12
ỉ@@	12
ẹ@@	11
co@@	10
ẽ	9
ú	9
ò	9
ỡ	8
ẵ@@	8
ưng	8
õ	6
ột	5
ễ@@	5
ẻ@@	4
è	4
ợc	3
